variant,variant_label,category,case_id,question,query_terms,hit_at_1,hit_at_3,hit_at_5,mrr,ndcg_at_5,citation_accuracy_at_k,keyword_coverage_at_k,safety_evidence_coverage,latency_ms,top_title,top_filename,top_score,top_vector_score,top_rerank_score,top_keyword_matches,expected_keywords,expected_documents
hybrid_rerank,hybrid + rerank,safety,insulation_low,BMS 报绝缘电阻低于 100kΩ，维修前安全步骤是什么？,"BMS,绝缘",1,1,1,1.0,1.0,1.0,1.0,1.0,178336.82,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,0.9995379334280956,0.7090707247895447,0.9995379334280956,"BMS,绝缘","BMS,绝缘,100kΩ,安全","BMS,HVIL,高压电池"
hybrid_rerank,hybrid + rerank,symptom,battery_cell_delta_high,动力电池单体压差过大，SOC 估算不稳定，应该看哪些数据流？,SOC,1,1,1,1.0,1.0,1.0,1.0,,173990.43,BMS故障码与数据流_维修诊断手册.pdf,BMS故障码与数据流_维修诊断手册.pdf,0.977111722241919,0.6586618423461961,0.977111722241919,SOC,"动力电池,单体,压差,SOC","高压电池,BMS"
hybrid_rerank,hybrid + rerank,dtc,bms_temp_sensor_fault,BMS 温度传感器读数为 -40℃，车辆限制充电，排查路径是什么？,BMS,1,1,1,1.0,1.0,1.0,0.75,,169666.73,热管理系统_维修诊断手册.pdf,热管理系统_维修诊断手册.pdf,0.947853748397971,0.6283904688591055,0.947853748397971,BMS,"BMS,温度传感器,-40℃,限制充电","BMS,热管理"
hybrid_rerank,hybrid + rerank,dtc,battery_precharge_timeout,高压上电预充超时，母线电压上升缓慢，可能原因和检测标准是什么？,"预充,高压",1,1,1,1.0,1.0,1.0,0.75,1.0,173679.02,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,0.8224695778595087,0.7131688765782902,0.8224695778595087,"预充,高压","预充,母线电压,高压,超时","高压电池,VCU"
hybrid_rerank,hybrid + rerank,symptom,battery_contactor_not_close,READY 请求后主接触器不闭合，BMS 没有允许上电，如何判断根因？,"READY,BMS",1,1,1,1.0,1.0,1.0,0.75,,171017.03,新能源汽车典型维修案例库_维修诊断手册.pdf,新能源汽车典型维修案例库_维修诊断手册.pdf,0.932574571840416,0.0,0.932574571840416,"BMS,READY","READY,接触器,BMS,允许上电","高压电池,BMS,VCU"
hybrid_rerank,hybrid + rerank,symptom,bms_current_sensor_zero,车辆行驶时 BMS 电流传感器一直显示 0A，会影响哪些诊断？,BMS,1,1,1,1.0,1.0,1.0,1.0,,171779.65,新能源汽车典型维修案例库_维修诊断手册.pdf,新能源汽车典型维修案例库_维修诊断手册.pdf,0.874504787300174,0.6519334095617252,0.874504787300174,BMS,"BMS,电流传感器,0A,SOC","BMS,高压电池"
hybrid_rerank,hybrid + rerank,safety,battery_pack_water_alarm,电池包涉水后报绝缘故障，拖回车间后第一步应该做什么？,绝缘,1,1,1,1.0,1.0,1.0,1.0,1.0,169579.46,事故车涉水车高压安全检查_维修诊断手册.pdf,事故车涉水车高压安全检查_维修诊断手册.pdf,0.8980465376470755,0.6850397366238004,0.8980465376470755,绝缘,"电池包,涉水,绝缘,故障","事故车,涉水,高压电池"
hybrid_rerank,hybrid + rerank,dtc,bms_cell_voltage_missing,某一组单体电压一直为 0V，其余正常，应该怀疑采样线还是电芯？,,1,1,1,1.0,1.0,0.8333333333333334,1.0,,142359.89,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,0.923623908179414,0.6231955661294213,0.923623908179414,,"单体电压,0V,采样线,电芯","BMS,高压电池"
hybrid_rerank,hybrid + rerank,symptom,battery_soc_jump,车辆 SOC 从 45% 突然跳到 20%，且近期快充频繁，如何排查？,"SOC,快充",1,1,1,1.0,1.0,1.0,1.0,,164736.76,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,0.9757662838334886,0.5872592609016989,0.9757662838334886,SOC,"SOC,跳变,快充,BMS","BMS,快充,高压电池"
hybrid_rerank,hybrid + rerank,symptom,battery_balance_issue,保养时发现电池均衡时间过长，单体最高最低压差偏大，应如何处理？,,1,1,1,1.0,1.0,1.0,1.0,,142643.56,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,0.6570944412466018,0.7182749509811401,0.6570944412466018,,"均衡,单体,压差,电池","高压电池,BMS"
hybrid_rerank,hybrid + rerank,cross_system,ready_fail_12v_ok,车辆 READY 不上电，但 12V 电池电压正常，下一步应该查哪里？,READY,1,1,1,1.0,1.0,1.0,1.0,,167724.42,BMS故障码与数据流_维修诊断手册.pdf,BMS故障码与数据流_维修诊断手册.pdf,0.979932009588698,0.7288163683171192,0.979932009588698,READY,"READY,12V,唤醒","低压,VCU"
hybrid_rerank,hybrid + rerank,symptom,low_voltage_wakeup_fail,按启动键后仪表点亮但高压不上电，低压唤醒链路怎么查？,"唤醒,高压",1,1,1,1.0,1.0,1.0,0.75,,176741.77,低压供电与唤醒故障_维修诊断手册.pdf,低压供电与唤醒故障_维修诊断手册.pdf,0.6654391955294727,0.6605692308971659,0.6654391955294727,"唤醒,高压","仪表,高压不上电,低压,唤醒","低压,VCU,仪表"
hybrid_rerank,hybrid + rerank,cross_system,can_offline,多个控制器离线并报 CAN 通讯故障，如何定位故障范围？,"CAN,离线",1,1,1,1.0,1.0,1.0,1.0,,173681.71,整车控制器VCU与CAN通讯_维修诊断手册.pdf,整车控制器VCU与CAN通讯_维修诊断手册.pdf,0.9970667069024788,0.8165916204452515,0.9970667069024788,"CAN,离线","CAN,通讯,离线","VCU,CAN"
hybrid_rerank,hybrid + rerank,dtc,can_short_to_ground,CAN-H 对地电压异常，多个模块偶发离线，怎样区分短路和模块拖总线？,"CAN,离线",1,1,1,1.0,1.0,1.0,1.0,,176053.18,整车控制器VCU与CAN通讯_维修诊断手册.pdf,整车控制器VCU与CAN通讯_维修诊断手册.pdf,0.9260223678602144,0.68141653184344,0.9260223678602144,"CAN,离线","CAN-H,对地,短路,离线","VCU,CAN"
hybrid_rerank,hybrid + rerank,symptom,vcu_no_ready_due_to_brake,踩刹车按启动后 READY 不出现，VCU 数据流中应该检查哪些条件？,"READY,VCU",1,1,1,1.0,1.0,1.0,0.75,,178979.01,整车控制器VCU与CAN通讯_维修诊断手册.pdf,整车控制器VCU与CAN通讯_维修诊断手册.pdf,0.870043908152323,0.6752510272041272,0.870043908152323,"READY,VCU","VCU,READY,刹车,数据流","VCU,低压"
hybrid_rerank,hybrid + rerank,symptom,low_voltage_battery_drop,12V 静态电压正常但启动瞬间跌到 8V，会导致哪些新能源系统故障？,,1,1,1,1.0,1.0,1.0,1.0,,144947.9,BMS故障码与数据流_维修诊断手册.pdf,BMS故障码与数据流_维修诊断手册.pdf,0.5945401000244589,0.6343141634089752,0.5945401000244589,,"12V,启动,8V,低压","低压,VCU,仪表"
hybrid_rerank,hybrid + rerank,case,gateway_offline_after_repair,事故维修后网关离线，诊断仪无法扫描多个控制器，排查顺序是什么？,离线,1,1,1,1.0,1.0,1.0,1.0,,155276.2,BMS故障码与数据流_维修诊断手册.pdf,BMS故障码与数据流_维修诊断手册.pdf,0.8399157668980405,0.0,0.8399157668980405,离线,"网关,离线,事故,控制器","事故车,VCU,CAN"
hybrid_rerank,hybrid + rerank,symptom,wake_after_sleep_fail,车辆休眠后偶发无法唤醒，解锁无反应但搭电后恢复，如何定位？,唤醒,1,1,1,1.0,1.0,1.0,0.75,,161043.61,低压供电与唤醒故障_维修诊断手册.pdf,低压供电与唤醒故障_维修诊断手册.pdf,0.7111486342915139,0.7087138642413828,0.7111486342915139,唤醒,"休眠,唤醒,搭电,低压","低压,VCU"
hybrid_rerank,hybrid + rerank,dtc,can_terminal_resistance,诊断 CAN 终端电阻测得 120Ω，而不是约 60Ω，说明什么？,CAN,1,1,1,1.0,1.0,1.0,1.0,,167999.56,整车控制器VCU与CAN通讯_维修诊断手册.pdf,整车控制器VCU与CAN通讯_维修诊断手册.pdf,0.955902514620159,0.6605920791625977,0.955902514620159,CAN,"CAN,终端电阻,120Ω,60Ω","VCU,CAN"
hybrid_rerank,hybrid + rerank,cross_system,vcu_charge_wakeup,慢充枪插入后 OBC 无唤醒，VCU 充电唤醒线和低压供电怎么查？,"OBC,VCU,唤醒,慢充",1,1,1,1.0,1.0,1.0,0.75,,167856.27,快充慢充系统_维修诊断手册.pdf,快充慢充系统_维修诊断手册.pdf,0.9594210176177004,0.7365702861719825,0.9594210176177004,"OBC,VCU,慢充","OBC,唤醒,VCU,低压","OBC,VCU,低压"
hybrid_rerank,hybrid + rerank,cross_system,mcu_overheat_derating,电机控制器温度 95℃ 且车辆限扭，怎么判断是水泵还是传感器问题？,"水泵,限扭",1,1,1,1.0,1.0,1.0,1.0,,158202.47,驱动电机与MCU_维修诊断手册.pdf,驱动电机与MCU_维修诊断手册.pdf,0.9993416762976008,0.7901221513748169,0.9993416762976008,"水泵,限扭","电机控制器,95℃,限扭,水泵","驱动电机,热管理"
hybrid_rerank,hybrid + rerank,dtc,drive_motor_resolver_fault,驱动电机旋变信号异常，车辆抖动并限扭，应该检查哪些连接器和数据？,限扭,1,1,1,1.0,1.0,1.0,1.0,,164954.08,驱动电机与MCU_维修诊断手册.pdf,驱动电机与MCU_维修诊断手册.pdf,0.9813962717187832,0.7660146216162828,0.9813962717187832,限扭,"驱动电机,旋变,限扭,连接器","驱动电机,MCU"
hybrid_rerank,hybrid + rerank,symptom,mcu_phase_current_unbalance,加速时三相电流不平衡，MCU 没有立即报故障，如何判断电机还是逆变器问题？,MCU,1,1,1,1.0,1.0,1.0,1.0,,166109.56,驱动电机与MCU_维修诊断手册.pdf,驱动电机与MCU_维修诊断手册.pdf,0.8075351201940452,0.6857045309875489,0.8075351201940452,MCU,"三相电流,MCU,电机,逆变器","驱动电机,MCU"
hybrid_rerank,hybrid + rerank,symptom,thermal_pump_no_flow,热管理水泵有供电但冷却液无流量，电驱过温，下一步怎么查？,"热管理,水泵",1,1,1,1.0,1.0,1.0,1.0,,173499.25,热管理系统_维修诊断手册.pdf,热管理系统_维修诊断手册.pdf,0.8520266575065314,0.7365858774359789,0.8520266575065314,"水泵,热管理","热管理,水泵,冷却液,过温","热管理,驱动电机"
hybrid_rerank,hybrid + rerank,symptom,thermal_battery_cold_limit,低温环境下动力电池限制快充功率，热管理系统应该检查哪些部件？,"热管理,快充",1,1,1,1.0,1.0,1.0,1.0,,174534.33,快充慢充系统_维修诊断手册.pdf,快充慢充系统_维修诊断手册.pdf,0.939717378151854,0.7096414143060908,0.939717378151854,"快充,热管理","低温,动力电池,快充,热管理","热管理,高压电池,快充"
hybrid_rerank,hybrid + rerank,safety,coolant_leak_high_voltage,电驱冷却液泄漏到高压部件附近，是否可以直接上电验证？,高压,1,1,1,1.0,1.0,1.0,1.0,1.0,176573.21,热管理系统_维修诊断手册.pdf,热管理系统_维修诊断手册.pdf,0.6398140280091902,0.6345392219035684,0.6398140280091902,高压,"冷却液,泄漏,高压,上电","热管理,事故车,驱动电机"
hybrid_rerank,hybrid + rerank,case,motor_noise_after_water,涉水后驱动电机异响且绝缘报警，如何制定检查步骤？,绝缘,1,1,1,1.0,1.0,1.0,0.5,1.0,170307.8,事故车涉水车高压安全检查_维修诊断手册.pdf,事故车涉水车高压安全检查_维修诊断手册.pdf,0.8641362872561429,0.7030583620071411,0.8641362872561429,绝缘,"涉水,驱动电机,异响,绝缘","事故车,涉水,驱动电机"
hybrid_rerank,hybrid + rerank,dtc,mcu_dc_bus_overvoltage,MCU 报直流母线过压，车辆制动能量回收异常，应该看哪些信号？,MCU,1,1,1,1.0,0.982892081956688,0.6666666666666666,0.5,,173396.43,驱动电机与MCU_维修诊断手册.pdf,驱动电机与MCU_维修诊断手册.pdf,0.5750731266743613,0.6585887481464494,0.5750731266743613,MCU,"MCU,母线,过压,能量回收","驱动电机,高压电池"
hybrid_rerank,hybrid + rerank,symptom,thermal_fan_not_start,电池温度升高但冷却风扇不启动，是热管理控制还是低压供电问题？,热管理,1,1,1,1.0,1.0,1.0,1.0,,179353.02,热管理系统_维修诊断手册.pdf,热管理系统_维修诊断手册.pdf,0.8457148090249342,0.7184350918790765,0.8457148090249342,热管理,"电池温度,风扇,热管理,低压","热管理,低压"
hybrid_rerank,hybrid + rerank,cross_system,obc_soc_not_rising,慢充时 SOC 不上升，可能是 OBC 还是 BMS 问题？,"BMS,OBC,SOC,慢充",1,1,1,1.0,1.0,1.0,1.0,,174522.38,仪表报警与用户故障现象对照_维修诊断手册.pdf,仪表报警与用户故障现象对照_维修诊断手册.pdf,0.982963644424274,0.6899989616872166,0.982963644424274,"BMS,OBC,SOC,慢充","慢充,SOC,OBC,BMS","OBC,BMS"
hybrid_rerank,hybrid + rerank,dtc,dcdc_no_12v_charge,READY 后 12V 电压仍然只有 12.1V，怀疑 DC/DC 不工作，如何确认？,"DC/DC,READY",1,1,1,1.0,1.0,0.8333333333333334,1.0,,172280.23,OBC与DCDC转换器_维修诊断手册.pdf,OBC与DCDC转换器_维修诊断手册.pdf,0.9689856666435284,0.6821665181666507,0.9689856666435284,"DC/DC,READY","READY,12V,DC/DC,电压","OBC,DCDC,低压"
hybrid_rerank,hybrid + rerank,symptom,obc_input_ac_missing,慢充时 OBC 输入端没有交流电压，如何区分墙盒、慢充座和线束问题？,"OBC,慢充",1,1,1,1.0,1.0,1.0,0.75,,173902.51,OBC与DCDC转换器_维修诊断手册.pdf,OBC与DCDC转换器_维修诊断手册.pdf,0.8795330196010898,0.710425615310669,0.8795330196010898,"OBC,慢充","OBC,交流电压,慢充座,线束","OBC,快充"
hybrid_rerank,hybrid + rerank,symptom,dcdc_overtemp,DC/DC 过温后低压报警，热管理和负载侧怎么排查？,"DC/DC,热管理",1,1,1,1.0,1.0,1.0,1.0,,171370.62,OBC与DCDC转换器_维修诊断手册.pdf,OBC与DCDC转换器_维修诊断手册.pdf,0.4203895538441289,0.753507085458078,0.4203895538441289,"DC/DC,热管理","DC/DC,过温,低压,热管理","OBC,热管理,低压"
hybrid_rerank,hybrid + rerank,safety,obc_isolation_fault,OBC 内部绝缘故障，慢充跳闸，维修时有哪些禁止操作？,"OBC,慢充,绝缘",1,1,1,1.0,1.0,1.0,0.75,1.0,174203.37,OBC与DCDC转换器_维修诊断手册.pdf,OBC与DCDC转换器_维修诊断手册.pdf,0.8643835700121513,0.6608970963420226,0.8643835700121513,"OBC,慢充,绝缘","OBC,绝缘,慢充,跳闸","OBC,HVIL"
hybrid_rerank,hybrid + rerank,symptom,dcdc_output_ripple,低压系统灯光闪烁，怀疑 DC/DC 输出纹波过大，如何验证？,DC/DC,1,1,1,1.0,1.0,1.0,0.75,,179731.96,OBC与DCDC转换器_维修诊断手册.pdf,OBC与DCDC转换器_维修诊断手册.pdf,0.2240855020367841,0.6941383091848587,0.2240855020367841,DC/DC,"低压,DC/DC,纹波,灯光","OBC,低压"
hybrid_rerank,hybrid + rerank,cross_system,obc_no_wakeup_after_charge,插入慢充枪后 OBC 没有唤醒，仪表也无充电提示，可能涉及哪些控制器？,"OBC,唤醒,慢充",1,1,1,1.0,1.0,1.0,1.0,,175508.82,OBC与DCDC转换器_维修诊断手册.pdf,OBC与DCDC转换器_维修诊断手册.pdf,0.8714658747606148,0.6880882978439331,0.8714658747606148,"OBC,慢充","慢充,OBC,唤醒,仪表","OBC,VCU,仪表"
hybrid_rerank,hybrid + rerank,dtc,dcdc_enable_signal_missing,DC/DC 使能信号缺失但高压电池正常，应该从 VCU 还是低压侧开始查？,"DC/DC,VCU,高压",1,1,1,1.0,1.0,1.0,1.0,,174340.35,低压供电与唤醒故障_维修诊断手册.pdf,低压供电与唤醒故障_维修诊断手册.pdf,0.5726441707950286,0.6715892357581505,0.5726441707950286,"DC/DC,VCU,高压","DC/DC,使能,VCU,低压","OBC,VCU,低压"
hybrid_rerank,hybrid + rerank,case,obc_after_replacement_config,更换 OBC 后慢充仍失败，是否需要配置或学习？还要复核哪些项目？,"OBC,慢充",1,1,1,1.0,1.0,1.0,1.0,,171434.28,仪表报警与用户故障现象对照_维修诊断手册.pdf,仪表报警与用户故障现象对照_维修诊断手册.pdf,0.8691346651555382,0.6894537950864327,0.8691346651555382,"OBC,慢充","更换,OBC,慢充,复核","OBC,典型维修案例"
hybrid_rerank,hybrid + rerank,dtc,hvil_open_after_service,保养后报 HVIL 高压互锁断开，但车辆没有拆高压件，可能漏了什么？,"HVIL,互锁,高压",1,1,1,1.0,1.0,1.0,0.75,1.0,177899.25,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,0.8733924411802961,0.7454388445092678,0.8733924411802961,"HVIL,互锁,高压","HVIL,高压互锁,断开,保养","HVIL,高压电池"
hybrid_rerank,hybrid + rerank,safety,insulation_rainy_day,雨天后绝缘报警复现，晴天又消失，应该优先检查哪些部位？,绝缘,1,1,1,1.0,1.0,1.0,1.0,1.0,174491.43,仪表报警与用户故障现象对照_维修诊断手册.pdf,仪表报警与用户故障现象对照_维修诊断手册.pdf,0.1698216021422555,0.5427495462746249,0.1698216021422555,绝缘,"雨天,绝缘,报警,进水","HVIL,事故车,涉水"
hybrid_rerank,hybrid + rerank,safety,flooded_vehicle_safety,涉水车高压系统报警，交车前必须检查哪些项目？,高压,1,1,1,1.0,1.0,1.0,1.0,1.0,173881.22,事故车涉水车高压安全检查_维修诊断手册.pdf,事故车涉水车高压安全检查_维修诊断手册.pdf,0.9993128145461418,0.7674275179250541,0.9993128145461418,高压,"涉水,高压,安全,绝缘","涉水,事故车"
hybrid_rerank,hybrid + rerank,safety,collision_hv_check,事故车前舱维修后准备上电，必须先完成哪些高压安全检查？,高压,1,1,1,1.0,1.0,1.0,0.75,1.0,176654.79,事故车涉水车高压安全检查_维修诊断手册.pdf,事故车涉水车高压安全检查_维修诊断手册.pdf,0.9148475723313594,0.6884490476189957,0.9148475723313594,高压,"事故车,前舱,上电,高压安全","事故车,HVIL,高压电池"
hybrid_rerank,hybrid + rerank,safety,hvil_bypass_risk,为了临时移车能不能短接 HVIL 让车辆 READY？正确说法是什么？,"READY,HVIL",1,1,1,1.0,1.0,1.0,1.0,1.0,173310.97,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,0.8240898768955308,0.5858369367317078,0.8240898768955308,"HVIL,READY","HVIL,短接,READY,禁止","HVIL,安全"
hybrid_rerank,hybrid + rerank,safety,insulation_meter_usage,使用绝缘电阻表测高压系统时，测量前后要注意哪些事项？,"绝缘,高压",1,1,1,1.0,1.0,1.0,0.5,1.0,177529.61,高压电池系统_维修诊断手册.pdf,高压电池系统_维修诊断手册.pdf,0.7538195427190874,0.6226827727149276,0.7538195427190874,"绝缘,高压","绝缘电阻表,高压,测量,注意","HVIL,高压电池"
hybrid_rerank,hybrid + rerank,case,after_water_delivery_check,涉水车维修完成后交车复核，要记录哪些项目才能降低返修风险？,,1,1,1,1.0,1.0,1.0,0.75,,147028.76,事故车涉水车高压安全检查_维修诊断手册.pdf,事故车涉水车高压安全检查_维修诊断手册.pdf,0.6620127173758523,0.5871919393539429,0.6620127173758523,,"涉水车,交车,复核,返修","事故车,涉水,典型维修案例"
hybrid_rerank,hybrid + rerank,symptom,hvil_connector_lock,高压连接器二次锁没有锁到位，会造成哪些互锁现象？怎么检查？,"互锁,高压",1,1,1,1.0,1.0,1.0,1.0,,169591.92,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,高压互锁HVIL与绝缘故障_维修诊断手册.pdf,0.9177016617718884,0.7202569579771858,0.9177016617718884,"互锁,高压","高压连接器,二次锁,互锁,检查","HVIL,高压电池"
hybrid_rerank,hybrid + rerank,ocr,instrument_power_limited,图片中仪表显示“动力受限”，同时有黄色高压故障灯，应该检索哪些系统？,高压,1,1,1,1.0,1.0,1.0,0.75,,180092.0,仪表报警与用户故障现象对照_维修诊断手册.pdf,仪表报警与用户故障现象对照_维修诊断手册.pdf,0.5583697110819106,0.0,0.5583697110819106,高压,"仪表,动力受限,高压,故障灯","仪表,驱动电机,高压电池"
hybrid_rerank,hybrid + rerank,ocr,instrument_charge_fault,仪表截图提示“充电系统故障，请检修”，没有故障码时如何提问和补充信息？,,1,1,1,1.0,1.0,1.0,0.75,,150318.08,仪表报警与用户故障现象对照_维修诊断手册.pdf,仪表报警与用户故障现象对照_维修诊断手册.pdf,0.4377279876024895,0.6715484065740362,0.4377279876024895,,"仪表,充电系统故障,故障码,补充","仪表,快充"
hybrid_rerank,hybrid + rerank,case,case_repeat_fast_charge,同一车辆连续两次更换快充座仍复发 P1A0C，案例库里应关注什么？,"P1A0C,快充",1,1,1,1.0,1.0,1.0,0.75,,176461.21,快充慢充系统_维修诊断手册.pdf,快充慢充系统_维修诊断手册.pdf,0.8459165062549135,0.6186455574073402,0.8459165062549135,"P1A0C,快充","案例,快充座,P1A0C,复发","典型维修案例,快充,HVIL"
hybrid_rerank,hybrid + rerank,case,case_customer_complaint_range_drop,客户抱怨续航突然下降，但没有当前故障码，维修案例应如何引导诊断？,,1,1,1,1.0,1.0,1.0,0.75,,148445.62,新能源汽车典型维修案例库_维修诊断手册.pdf,新能源汽车典型维修案例库_维修诊断手册.pdf,0.1757066251863225,0.6245632357765277,0.1757066251863225,,"客户抱怨,续航,故障码,诊断","典型维修案例,BMS,高压电池"
hybrid_rerank,hybrid + rerank,ocr,ocr_fault_code_from_photo,诊断仪照片里能看到 P1A10 和 BMS 充电禁止，系统应该如何利用图片文字？,"P1A10,BMS",1,1,1,1.0,1.0,1.0,0.75,,176131.49,仪表报警与用户故障现象对照_维修诊断手册.pdf,仪表报警与用户故障现象对照_维修诊断手册.pdf,0.6838840055368203,0.0,0.6838840055368203,"BMS,P1A10","诊断仪,P1A10,BMS,图片","快充,BMS,仪表"
hybrid_rerank,hybrid + rerank,ocr,dashboard_ready_not_displayed,仪表没有 READY 但低压灯正常点亮，如何从用户现象对照到 VCU 和低压检查？,"READY,VCU",1,1,1,1.0,1.0,1.0,1.0,,177655.01,低压供电与唤醒故障_维修诊断手册.pdf,低压供电与唤醒故障_维修诊断手册.pdf,0.8980635632841667,0.7388755394368773,0.8980635632841667,"READY,VCU","仪表,READY,低压,VCU","仪表,VCU,低压"
hybrid_rerank,hybrid + rerank,case,case_after_dcdc_replace,更换 DC/DC 后 12V 仍不充电，历史维修案例中还要看哪些遗漏项？,DC/DC,1,1,1,1.0,1.0,0.8333333333333334,0.75,,171988.59,仪表报警与用户故障现象对照_维修诊断手册.pdf,仪表报警与用户故障现象对照_维修诊断手册.pdf,0.8432359668356535,0.648767413309157,0.8432359668356535,DC/DC,"DC/DC,12V,维修案例,遗漏","典型维修案例,OBC,低压"
hybrid_rerank,hybrid + rerank,cross_system,multi_turn_followup_next_step,前面已经确认快充口无进水，下一步应该测 VCU 互锁输入还是 BMS 数据流？,"BMS,VCU,互锁,快充",1,1,1,1.0,1.0,1.0,1.0,,175744.4,快充慢充系统_维修诊断手册.pdf,快充慢充系统_维修诊断手册.pdf,0.7669734724303885,0.6889103651046753,0.7669734724303885,"BMS,VCU,互锁,快充","快充口,VCU,互锁输入,BMS","快充,HVIL,BMS"
